   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.55425,             0.48716,             0.34201,             0.31063,             0.03103,            0.017852,            0.029243,                0.01,                0.01,               0.937,              0.0005,                   3,                 0.8,                 0.1,                0.05,                 0.5,                   1,                   1,                   1,                 0.2,                   4,                   0,               0.015,                 0.7,                 0.4,                   0,                 0.1,                 0.5,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.73257,             0.45501,             0.37165,             0.33126,            0.027148,            0.015604,            0.026189,             0.01057,                0.01,                0.98,             0.00058,              3.0637,              0.8219,             0.10485,              0.0449,                 0.5,                   1,              1.0942,             0.76144,                 0.2,                   4,                   0,               0.015,             0.74243,             0.41673,                   0,                 0.1,             0.67201,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3429
